category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Appartements;2.0;1.0;100.0;For Rent;400.0;La manouba;Djedeida
Appartements;1.0;1.0;20.0;For Rent;200.0;La manouba;La manouba
Appartements;3.0;1.0;250.0;For Sale;250000.0;La manouba;La manouba
Houses and Villas;2.0;1.0;157.0;For Sale;160000.0;La manouba;Mornaguia
Houses and Villas;6.0;3.0;520.0;For Sale;380000.0;La manouba;Djedeida
Shops;2.0;0.0;32.0;For Sale;150000.0;La manouba;La manouba
Shared Rooms;2.0;1.0;50.0;For Rent;125.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;510000.0;La manouba;Borj El Amri
Land and Farms;-1.0;-1.0;-1.0;For Sale;1300000.0;La manouba;Mornaguia
Houses and Villas;2.0;1.0;100.0;For Rent;600.0;La manouba;La manouba
Houses and Villas;2.0;1.0;146.0;For Sale;65000000.0;La manouba;Tebourba
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;La manouba;Mornaguia
Appartements;3.0;1.0;80.0;For Rent;300.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;La manouba;Borj El Amri
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;La manouba;Borj El Amri
Appartements;3.0;1.0;74.0;For Sale;300000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;222.0;For Sale;290000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;La manouba;Autres villes
Appartements;2.0;1.0;45.0;For Rent;450.0;La manouba;La manouba
Houses and Villas;2.0;1.0;120.0;For Sale;111111.0;La manouba;Djedeida
Appartements;4.0;1.0;90.0;For Sale;155000.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;La manouba;Mornaguia
Houses and Villas;4.0;1.0;380.0;For Sale;150000.0;La manouba;Djedeida
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;La manouba;Oued Ellil
Appartements;3.0;1.0;94.0;For Rent;450.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;111111.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;La manouba;Mornaguia
;5.0;2.0;140.0;For Rent;1500.0;La manouba;La manouba
Appartements;1.0;1.0;50.0;For Sale;58000.0;La manouba;Denden
Houses and Villas;4.0;2.0;200.0;For Rent;950.0;La manouba;La manouba
Appartements;2.0;1.0;75.0;For Rent;300.0;La manouba;Oued Ellil
Appartements;3.0;1.0;110.0;For Rent;800.0;La manouba;Denden
Shops;1.0;0.0;28.0;For Sale;27000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;393.0;For Sale;400000.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;La manouba;Djedeida
Houses and Villas;5.0;2.0;338.0;For Sale;340000.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;270000.0;La manouba;La manouba
Houses and Villas;4.0;1.0;170.0;For Sale;220000.0;La manouba;La manouba
Houses and Villas;7.0;2.0;330.0;For Sale;520000000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;550000.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;500.0;For Sale;180000.0;La manouba;Oued Ellil
Shops;1.0;1.0;37.0;For Rent;111.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;La manouba;La manouba
Houses and Villas;5.0;1.0;410.0;For Sale;420000.0;La manouba;Denden
Appartements;3.0;1.0;86.0;For Sale;90000.0;La manouba;Douar Hicher
Land and Farms;-1.0;-1.0;-1.0;For Sale;420000.0;La manouba;La manouba
Houses and Villas;12.0;3.0;250.0;For Sale;210000.0;La manouba;Tebourba
Land and Farms;-1.0;-1.0;-1.0;For Sale;1050000.0;La manouba;La manouba
Shops;1.0;1.0;25.0;For Sale;25000.0;La manouba;La manouba
Houses and Villas;2.0;1.0;70.0;For Rent;500.0;La manouba;La manouba
Houses and Villas;3.0;1.0;440.0;For Sale;270000.0;La manouba;Oued Ellil
;8.0;2.0;300.0;For Rent;4500.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;320000.0;La manouba;Djedeida
;2.0;1.0;100.0;For Rent;700.0;La manouba;Douar Hicher
Appartements;3.0;1.0;100.0;For Rent;75.0;La manouba;La manouba
Houses and Villas;3.0;1.0;100.0;For Rent;650.0;La manouba;La manouba
Vacation Rentals;3.0;1.0;100.0;For Rent;75.0;La manouba;La manouba
Appartements;2.0;1.0;90.0;For Rent;350.0;La manouba;Oued Ellil
Appartements;2.0;1.0;90.0;For Rent;350.0;La manouba;Oued Ellil
Shops;3.0;2.0;200.0;For Sale;200000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;La manouba;Djedeida
Shops;1.0;1.0;80.0;For Sale;140000.0;La manouba;Autres villes
Appartements;3.0;1.0;113.0;For Sale;200000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;2700000.0;La manouba;Djedeida
Houses and Villas;2.0;1.0;70.0;For Rent;360.0;La manouba;Denden
Houses and Villas;3.0;1.0;350.0;For Sale;190000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;649500.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;270000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;27000.0;La manouba;Djedeida
Appartements;3.0;1.0;107.0;For Rent;480.0;La manouba;Denden
Houses and Villas;3.0;1.0;175.0;For Sale;190000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;La manouba;Mornaguia
Appartements;1.0;1.0;70.0;For Rent;450.0;La manouba;Manouba Ville
Appartements;3.0;1.0;100.0;For Sale;90000.0;La manouba;Douar Hicher
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;La manouba;Mornaguia
Appartements;2.0;1.0;50.0;For Rent;400.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;450000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;La manouba;Oued Ellil
Houses and Villas;3.0;1.0;130.0;For Sale;120000.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;205.0;For Rent;480.0;La manouba;Mornaguia
Appartements;3.0;1.0;90.0;For Rent;11111.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;La manouba;Denden
Houses and Villas;3.0;2.0;124.0;For Sale;160000.0;La manouba;Douar Hicher
Appartements;2.0;1.0;100.0;For Sale;350000000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;200.0;For Sale;295000.0;La manouba;La manouba
Appartements;3.0;1.0;80.0;For Rent;500.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;La manouba;Autres villes
Houses and Villas;3.0;1.0;160.0;For Rent;750.0;La manouba;La manouba
Appartements;2.0;1.0;100.0;For Rent;350.0;La manouba;La manouba
Houses and Villas;6.0;2.0;111.0;For Sale;200000.0;La manouba;Autres villes
Shops;1.0;1.0;80.0;For Sale;60000.0;La manouba;Autres villes
Houses and Villas;6.0;2.0;140.0;For Sale;350000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;270000.0;La manouba;Oued Ellil
Houses and Villas;7.0;3.0;450.0;For Sale;670000.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;24000000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;506.0;For Sale;240000.0;La manouba;Tebourba
Houses and Villas;4.0;1.0;170.0;For Sale;370000.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;195000.0;La manouba;Borj El Amri
Land and Farms;-1.0;-1.0;-1.0;For Sale;162000.0;La manouba;Borj El Amri
Houses and Villas;2.0;1.0;160.0;For Rent;600.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;La manouba;Douar Hicher
Appartements;2.0;1.0;95.0;For Rent;500.0;La manouba;Manouba Ville
Appartements;3.0;1.0;100.0;For Rent;495.0;La manouba;Manouba Ville
Houses and Villas;3.0;1.0;130.0;For Sale;170000.0;La manouba;Oued Ellil
Houses and Villas;4.0;2.0;400.0;For Sale;190000.0;La manouba;Djedeida
Houses and Villas;3.0;1.0;100.0;For Sale;120000.0;La manouba;Mornaguia
Appartements;3.0;1.0;90.0;For Sale;120000.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;La manouba;Mornaguia
Appartements;3.0;1.0;98.0;For Rent;550.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;La manouba;Borj El Amri
Land and Farms;-1.0;-1.0;-1.0;For Sale;550000.0;La manouba;Djedeida
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;La manouba;Mornaguia
Appartements;4.0;2.0;112.0;For Sale;188000.0;La manouba;Denden
Appartements;4.0;1.0;110.0;For Rent;550.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000000.0;La manouba;Autres villes
Houses and Villas;3.0;1.0;100.0;For Rent;300.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;200.0;For Sale;330000.0;La manouba;Manouba Ville
Houses and Villas;4.0;1.0;120.0;For Rent;450.0;La manouba;Autres villes
Houses and Villas;4.0;2.0;200.0;For Sale;90000.0;La manouba;Oued Ellil
Houses and Villas;3.0;1.0;100.0;For Rent;220.0;La manouba;Oued Ellil
Houses and Villas;5.0;2.0;400.0;For Sale;520000.0;La manouba;La manouba
Houses and Villas;3.0;1.0;200.0;For Rent;150000.0;La manouba;Oued Ellil
Houses and Villas;2.0;1.0;220.0;For Sale;240000.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;La manouba;Mornaguia
Houses and Villas;3.0;2.0;275.0;For Sale;147000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;54094992.0;La manouba;Denden
Shops;2.0;1.0;32.0;For Sale;200000.0;La manouba;Denden
Houses and Villas;5.0;2.0;400.0;For Sale;540000.0;La manouba;La manouba
Appartements;2.0;1.0;72.0;For Sale;85000000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;La manouba;Borj El Amri
Appartements;4.0;1.0;120.0;For Sale;160000.0;La manouba;Denden
Houses and Villas;3.0;1.0;120.0;For Rent;400.0;La manouba;Oued Ellil
Houses and Villas;4.0;2.0;100.0;For Sale;165000.0;La manouba;Oued Ellil
Shops;2.0;2.0;300.0;For Sale;370000.0;La manouba;Oued Ellil
Appartements;4.0;1.0;123.0;For Sale;225000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;300.0;For Rent;1000.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;700000.0;La manouba;Douar Hicher
Appartements;2.0;1.0;90.0;For Sale;160000.0;La manouba;Autres villes
Houses and Villas;2.0;1.0;85.0;For Sale;80000.0;La manouba;Autres villes
Houses and Villas;6.0;3.0;150.0;For Sale;350000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;110.0;For Rent;600.0;La manouba;Autres villes
Appartements;1.0;1.0;50.0;For Rent;320.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;La manouba;La manouba
Houses and Villas;3.0;1.0;768.0;For Sale;150000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000000.0;La manouba;Oued Ellil
Shops;2.0;2.0;50.0;For Sale;28000.0;La manouba;La manouba
Houses and Villas;2.0;1.0;130.0;For Rent;400.0;La manouba;Oued Ellil
Appartements;2.0;1.0;83.0;For Rent;550.0;La manouba;La manouba
Houses and Villas;6.0;2.0;550.0;For Sale;800000.0;La manouba;Autres villes
Appartements;3.0;1.0;180.0;For Sale;130000.0;La manouba;Autres villes
Appartements;3.0;1.0;100.0;For Sale;220000.0;La manouba;Manouba Ville
Houses and Villas;10.0;2.0;850.0;For Sale;585000.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;La manouba;Mornaguia
Appartements;2.0;1.0;85.0;For Rent;400.0;La manouba;Manouba Ville
Appartements;1.0;1.0;50.0;For Rent;290.0;La manouba;Manouba Ville
Appartements;3.0;1.0;90.0;For Rent;300.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1380000.0;La manouba;Tebourba
Appartements;1.0;1.0;50.0;For Rent;650.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;La manouba;Djedeida
Appartements;2.0;1.0;120.0;For Rent;500.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;La manouba;Oued Ellil
Shops;1.0;1.0;180.0;For Sale;55000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;La manouba;Djedeida
Appartements;3.0;1.0;98.0;For Sale;132000.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;33000.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;La manouba;Mornaguia
Appartements;1.0;1.0;90.0;For Rent;480.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;170000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;420000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;420000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;La manouba;Autres villes
Appartements;3.0;1.0;110.0;For Sale;210000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;La manouba;Autres villes
Houses and Villas;3.0;1.0;180.0;For Sale;150000.0;La manouba;Tebourba
Land and Farms;-1.0;-1.0;-1.0;For Sale;62500.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;95000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;La manouba;Djedeida
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;La manouba;Djedeida
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;La manouba;Djedeida
Land and Farms;-1.0;-1.0;-1.0;For Sale;600000.0;La manouba;Douar Hicher
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;La manouba;Mornaguia
Appartements;2.0;1.0;110.0;For Rent;550.0;La manouba;Denden
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;La manouba;Oued Ellil
Appartements;1.0;1.0;70.0;For Rent;380.0;La manouba;La manouba
Appartements;3.0;1.0;100.0;For Sale;125000.0;La manouba;Denden
Appartements;2.0;1.0;83.0;For Rent;460.0;La manouba;La manouba
Houses and Villas;5.0;2.0;144.0;For Sale;245000.0;La manouba;Autres villes
Shops;1.0;1.0;20.0;For Rent;250.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000000.0;La manouba;Borj El Amri
Appartements;2.0;1.0;70.0;For Rent;400.0;La manouba;Denden
Houses and Villas;4.0;2.0;300.0;For Sale;145000.0;La manouba;Douar Hicher
Appartements;2.0;1.0;96.0;For Sale;183350.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;243600.0;La manouba;Douar Hicher
Houses and Villas;2.0;1.0;230.0;For Sale;240000.0;La manouba;Denden
;2.0;1.0;65.0;For Rent;450.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;570000.0;La manouba;Douar Hicher
Appartements;4.0;1.0;150.0;For Rent;500.0;La manouba;Autres villes
Houses and Villas;5.0;2.0;150.0;For Sale;130000.0;La manouba;Oued Ellil
Houses and Villas;2.0;1.0;110.0;For Sale;50000.0;La manouba;Tebourba
Appartements;4.0;1.0;100.0;For Rent;600.0;La manouba;Manouba Ville
Appartements;3.0;1.0;80.0;For Rent;450.0;La manouba;La manouba
Appartements;3.0;2.0;120.0;For Sale;230000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;La manouba;Menzel El Habib
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;La manouba;Menzel El Habib
Appartements;3.0;1.0;120.0;For Sale;250000.0;La manouba;Autres villes
Houses and Villas;4.0;1.0;150.0;For Rent;150.0;La manouba;Denden
Houses and Villas;3.0;1.0;130.0;For Rent;550.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;350000.0;La manouba;Autres villes
;3.0;1.0;90.0;For Rent;500.0;La manouba;La manouba
Houses and Villas;10.0;4.0;400.0;For Sale;550000000.0;La manouba;Douar Hicher
Houses and Villas;3.0;1.0;75.0;For Sale;130000.0;La manouba;Oued Ellil
Houses and Villas;3.0;1.0;100.0;For Rent;300.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;130.0;For Sale;165000.0;La manouba;Oued Ellil
Shops;1.0;1.0;97.0;For Sale;250000.0;La manouba;La manouba
Appartements;2.0;1.0;110.0;For Rent;500.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;430000.0;La manouba;Oued Ellil
Appartements;3.0;1.0;70.0;For Rent;420.0;La manouba;Manouba Ville
Appartements;1.0;1.0;71.0;For Rent;700.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000000.0;La manouba;Mornaguia
Shops;4.0;2.0;350.0;For Rent;1800.0;La manouba;Mornaguia
Appartements;4.0;2.0;132.0;For Sale;198000.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;La manouba;Tebourba
Land and Farms;-1.0;-1.0;-1.0;For Sale;340000.0;La manouba;Oued Ellil
Houses and Villas;4.0;1.0;110.0;For Rent;600.0;La manouba;La manouba
Land and Farms;-1.0;-1.0;-1.0;For Sale;150000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;La manouba;Borj El Amri
Appartements;2.0;1.0;96.0;For Sale;143000.0;La manouba;La manouba
Appartements;2.0;1.0;50.0;For Rent;140.0;La manouba;Denden
Appartements;3.0;1.0;80.0;For Sale;115000.0;La manouba;Manouba Ville
Land and Farms;-1.0;-1.0;-1.0;For Sale;1111000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;220000.0;La manouba;Mornaguia
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;La manouba;Borj El Amri
Land and Farms;-1.0;-1.0;-1.0;For Sale;270000.0;La manouba;Borj El Amri
Appartements;3.0;1.0;75.0;For Sale;160000.0;La manouba;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;La manouba;Oued Ellil
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Le kef;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Le kef;Autres villes
Shops;1.0;1.0;45.0;For Rent;22482277.0;Le kef;Kef Ouest
Appartements;3.0;1.0;120.0;For Rent;22482277.0;Le kef;Kef Ouest
Houses and Villas;5.0;1.0;950.0;For Sale;350000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Le kef;Nebeur
Houses and Villas;3.0;1.0;106.0;For Sale;85000.0;Le kef;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Le kef;Dahmani
Houses and Villas;2.0;1.0;220.0;For Rent;550.0;Le kef;Autres villes
Houses and Villas;2.0;1.0;100.0;For Rent;230.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;45000.0;Le kef;Autres villes
Houses and Villas;3.0;1.0;325.0;For Sale;200000.0;Le kef;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Le kef;Kef Ouest
Houses and Villas;4.0;1.0;150.0;For Rent;400.0;Le kef;Kef Ouest
Houses and Villas;2.0;1.0;110.0;For Rent;300.0;Le kef;Kef Ouest
Appartements;4.0;2.0;120.0;For Sale;82000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;23000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;72000000.0;Le kef;El Ksour
Houses and Villas;5.0;2.0;573.0;For Rent;650.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;47000.0;Le kef;Es-Sers
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;54000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Le kef;Tajerouine
Appartements;1.0;1.0;36.0;For Rent;200.0;Le kef;Kef Ouest
;4.0;1.0;90.0;For Rent;500.0;Le kef;Le kef
Appartements;4.0;2.0;120.0;For Sale;90000.0;Le kef;Le kef
Houses and Villas;6.0;2.0;210.0;For Sale;140000.0;Le kef;Kalâat Snan
Houses and Villas;6.0;2.0;400.0;For Sale;460000.0;Le kef;Kef Est
Houses and Villas;3.0;1.0;100.0;For Sale;50000.0;Le kef;Djerissa
Houses and Villas;4.0;1.0;120.0;For Sale;50000.0;Le kef;Djerissa
Houses and Villas;5.0;2.0;180.0;For Sale;25607744.0;Le kef;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Le kef;Kef Ouest
Houses and Villas;8.0;2.0;108.0;For Sale;95000.0;Le kef;Le kef
Houses and Villas;2.0;1.0;200.0;For Rent;550.0;Le kef;Kef Est
Houses and Villas;3.0;1.0;250.0;For Rent;60.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;113400.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Le kef;Le kef
Houses and Villas;3.0;1.0;250.0;For Sale;60000.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Le kef;Le kef
Houses and Villas;4.0;1.0;250.0;For Sale;60000.0;Le kef;Autres villes
Houses and Villas;7.0;2.0;350.0;For Sale;190000.0;Le kef;Tajerouine
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Le kef;Le kef
Houses and Villas;6.0;2.0;400.0;For Sale;460000.0;Le kef;Kef Est
Houses and Villas;3.0;1.0;509.0;For Sale;208000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Le kef;El Ksour
Houses and Villas;3.0;1.0;509.0;For Sale;208000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Le kef;Tajerouine
Vacation Rentals;3.0;1.0;70.0;For Rent;50.0;Le kef;Djerissa
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Le kef;Autres villes
Appartements;3.0;1.0;80.0;For Rent;280.0;Le kef;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1700000.0;Le kef;Le kef
Houses and Villas;3.0;1.0;120.0;For Sale;80000.0;Le kef;Es-Sers
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Le kef;Nebeur
Houses and Villas;3.0;1.0;110.0;For Rent;250.0;Le kef;Es-Sers
Houses and Villas;4.0;1.0;100.0;For Sale;90000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Le kef;Kalâat Khasbah
Houses and Villas;5.0;2.0;860.0;For Sale;420000000.0;Le kef;Le kef
Houses and Villas;3.0;1.0;1200.0;For Sale;132000.0;Le kef;Le kef
Land and Farms;-1.0;-1.0;-1.0;For Sale;32000.0;Le kef;Kef Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Mahdia;Essouassi
Shops;1.0;1.0;21.0;For Sale;20000.0;Mahdia;Autres villes
Appartements;2.0;1.0;113.0;For Sale;1800000.0;Mahdia;Autres villes
Houses and Villas;2.0;1.0;238.0;For Sale;238000.0;Mahdia;Mahdia
Appartements;1.0;1.0;62.0;For Sale;145000.0;Mahdia;Mahdia
Houses and Villas;2.0;1.0;110.0;For Sale;155000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;800000.0;Mahdia;Mahdia
Houses and Villas;5.0;2.0;587.0;For Sale;600000.0;Mahdia;Mahdia
Houses and Villas;3.0;2.0;480.0;For Sale;580000.0;Mahdia;Mahdia
Appartements;3.0;2.0;143.0;For Sale;275000.0;Mahdia;Mahdia
Appartements;1.0;1.0;75.0;For Rent;350.0;Mahdia;Mahdia
Appartements;3.0;2.0;143.0;For Rent;750.0;Mahdia;Mahdia
Appartements;2.0;1.0;200.0;For Sale;200000.0;Mahdia;Mahdia
Appartements;1.0;1.0;64.0;For Sale;115000.0;Mahdia;Autres villes
Houses and Villas;3.0;1.0;144.0;For Sale;170000.0;Mahdia;Chebba
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;88800.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Mahdia;Ksour Essef
Appartements;1.0;1.0;63.0;For Sale;130000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Mahdia;Chebba
Vacation Rentals;1.0;1.0;35.0;For Rent;60.0;Mahdia;Mahdia
Appartements;2.0;1.0;97.0;For Rent;300.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;55000.0;Mahdia;Ksour Essef
Appartements;3.0;1.0;107.0;For Sale;250000.0;Mahdia;Mahdia
Houses and Villas;3.0;1.0;126.0;For Sale;193000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;415000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;1500000.0;Mahdia;Mahdia
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Mahdia;Mahdia
